gene,log2FC,pvalue,adjustedpvalue,-log(adjustedp),category
ACAT1,-1.4340903878848785,4.9953532892302927e-26,8.90353294308187e-25,24.050437630070746,Down
ACAT2,-1.14283702218274,5.459907480079519e-19,4.097489326614832e-18,17.38748216903222,Down
ACBD3,0.46794866631030196,3.7612026877063913e-07,8.097282063357978e-07,6.0916607321050344,Not Significant
ACBD4,0.2669475472929713,0.035796355674969645,0.044116062777736095,1.3554032539427092,Not Significant
ACBD5,-0.11989834903656152,0.14548426613609114,0.16622894909007382,0.7792933407489281,Not Significant
ACBD6,-0.6232842965978403,2.88138793051541e-16,1.6082133747550567e-15,14.79365633038175,Not Significant
ACBD7,-3.8391164935930733,6.861764050223458e-25,1.033633892891114e-23,22.98563325858442,Down
ACD,0.1856312907790152,0.08189549263195328,0.09661681772707716,1.0149472709928469,Not Significant
ACE,-0.20092409571116104,0.16506800768632746,0.18698366438208538,0.7281963334560675,Not Significant
ACHE,-0.1630971307613573,0.2852987599449341,0.31263025500229696,0.5049689951436676,Not Significant
ACIN1,0.5164370656202513,1.959878565834814e-14,9.082981296426794e-14,13.041771580105022,Not Significant
ACLY,-0.2689369780850324,0.0006687344421819082,0.0009939821231859892,3.002621426338597,Not Significant
ACO1,0.25079060648581775,0.0039626333931850576,0.005408030810235121,2.2669608428288126,Not Significant
ACO2,-2.4505101831676006,3.29470013488358e-30,1.334417653852264e-28,27.874708221112883,Down
ACOT1,-0.7795072087195983,3.7200845336070538e-09,9.918637272109585e-09,8.003547991742687,Not Significant
ACOT11,-0.0749116199529013,0.5851275670972796,0.612735698784264,0.21272681636565932,Not Significant
ACOT13,-1.6562588281533284,2.2944259260650048e-23,2.7998451892626767e-22,21.552865981267665,Down
ACOT7,-2.6302823019895905,4.541039445087574e-29,1.4288048497355743e-27,26.84502708434451,Down
ACOT8,-0.3314033374689148,0.0008778456503053591,0.0012893319280412702,2.889635262662567,Not Significant
ACOT9,-1.1567371586362596,1.2534901262656057e-17,8.078996114116835e-17,16.092642600758296,Down
ACOX1,0.4167856544479291,8.167269284289824e-07,1.69686838283778e-06,5.770351842316409,Not Significant
ACOX2,0.4237445551966392,0.00021809870731082142,0.0003425150036811014,3.465320399724276,Not Significant
ACOX3,-0.3307723245890764,4.4942181048650567e-07,9.582203247345428e-07,6.018534621594713,Not Significant
ACP1,-0.7386294760572181,5.2962193571600696e-11,1.7249169990199987e-10,9.763231797828308,Not Significant
ACP2,0.3759051444905206,5.969834463940323e-05,9.991961237362086e-05,4.000349259424994,Not Significant
ACP5,0.9582136914911005,0.0021750842003807223,0.0030603475860723085,2.514229244714384,Not Significant
ACP6,0.65072742903892,0.00034761271902248404,0.0005346189113925882,3.2719556827508605,Not Significant
ACPP,0.9650188932509911,5.408357376661652e-06,1.0233701496758977e-05,4.989967254962209,Not Significant
ACSBG1,-1.1847802835520023,3.5658597765994424e-12,1.3120195975476705e-11,10.882059677884714,Down
ACSF2,-0.4334659080297345,0.00011798595609120778,0.00019037603735132258,3.720387717196399,Not Significant
ACSF3,-1.2718911387448029,5.658860940739684e-14,2.4843139406224955e-13,12.604793523606215,Down
ACSL1,0.12902842882888982,0.1937422688545393,0.217547279019083,0.6624463442921454,Not Significant
ACSL3,-0.28245713623988644,0.005605706907712706,0.007536786773751169,2.1228137713532846,Not Significant
ACSL4,-0.34676386306327445,0.0001278070255087735,0.00020533158334940936,3.687544243910433,Not Significant
ACSL5,0.6593620867803092,0.0037321494214679674,0.0051088826049526664,2.2916740766888517,Not Significant
ACSL6,-2.6790476388397484,1.2165466896984552e-22,1.3660231384111348e-21,20.864541944286135,Down
ACSM5,-0.06458785114872316,0.5503866300690058,0.5789766985738536,0.23733891448401606,Not Significant
ACSS1,-1.8449748887334925,3.141137326548011e-16,1.7400797462500398e-15,14.759430847945719,Down
ACSS2,-0.08750737596460136,0.2687966751067459,0.29601191189019443,0.5286908120353531,Not Significant
ACSS3,0.06912831795159119,0.6626323593082908,0.6873283734967612,0.16283572767724652,Not Significant
ACTA1,1.0551200861813639,0.0016589177925214916,0.0023696549063203245,2.6253148958435966,Up
ACTB,-0.34233716629322236,0.0017374096143771532,0.002474305195793103,2.6065467328903797,Not Significant
ACTBL2,-0.5337067887663642,0.0003387629898876968,0.0005215476943855992,3.2827059701495176,Not Significant
ACTG1,0.26791784142341224,0.2192921870817088,0.24475792143829156,0.6112632436258763,Not Significant
ACTL6A,1.7215518448658045,1.5212500702579865e-12,5.785419065149938e-12,11.23766517757817,Up
ACTL6B,-2.816959491334797,6.18378833593013e-18,4.1313897810460025e-17,16.383903829043813,Down
ACTN1,0.06109958525512407,0.5555274340981591,0.5839714261288363,0.2336084025077502,Not Significant
ACTN2,-2.7306341117731936,3.0227436399381156e-19,2.3410519753062383e-18,17.630588944125623,Down
ACTN3,-0.0035656699695030963,0.9652646767554631,0.9688014675872737,0.013765211974240415,Not Significant
ACTN4,0.33320814300971047,1.1697586743728592e-05,2.1309097027558787e-05,4.671434953113447,Not Significant
ACTR10,-1.3126920404886324,4.395376442814546e-24,5.888203401406645e-23,22.230017196193867,Down
ACTR1A,-1.2861665659173944,2.4206218583891962e-18,1.695575566889175e-17,16.77068285020812,Down
ACTR1B,-1.2224586812710094,3.5240933541769774e-13,1.425108303171257e-12,11.8461521295626,Down
ACTR2,-0.04014584616906919,0.4706652732315603,0.5009360765917497,0.3002176900103813,Not Significant
ACTR3,0.45540613596588353,2.8184481574052354e-10,8.469176348276875e-10,9.072158824001269,Not Significant
ACTR3B,-3.534920744044874,1.0348407481356112e-28,2.951138999272213e-27,26.530010334656176,Down
ACTR5,0.0735365612423546,0.5678937151262681,0.5961881674986712,0.2246166476274881,Not Significant
ACTR6,0.42380418219524885,2.8544343946217177e-06,5.5660935956570745e-06,5.254449495138943,Not Significant
ACTR8,0.49000451335884326,6.717623167366881e-06,1.2592065468957657e-05,4.899903026985238,Not Significant
ACVR1,-0.6970822453636065,9.288715971012964e-08,2.1390762066874766e-07,6.669773742986066,Not Significant
ACVR1B,-1.7617981795996505,1.4583637224052904e-08,3.665807289668357e-08,7.435830369497495,Down
ACVR2A,-1.6993503053562489,5.346301262837934e-25,8.171754749615279e-24,23.087684675873053,Down
ACY3,-1.2897273150050603,2.267050764494655e-07,4.994228869338595e-07,6.301531559218696,Down
ACYP1,-1.771239377407968,1.5858888062112312e-21,1.5587834356801422e-20,19.807214217859418,Down
ACYP2,-1.5706943211327862,9.52335491746579e-14,4.097916549644539e-13,12.387436889858177,Down
ADA,0.17737381635703858,0.14966882403962722,0.1707665010882911,0.7675973199431243,Not Significant
ADA2,0.8137358214980845,3.7567527165351974e-05,6.43899868704345e-05,4.191181663463528,Not Significant
ADAL,-0.051442063763771174,0.7270803847421043,0.7488057509429666,0.12563082880894005,Not Significant
ADAM10,-1.0172127495822514,1.1613557075320956e-10,3.6411299878619224e-10,9.438763816533386,Down
ADAM11,-2.880688955258123,2.0575617441729e-25,3.330818070776939e-24,23.477449087817806,Down
ADAM12,1.1250030933430497,5.556445253636437e-05,9.338221941680685e-05,4.029735808398168,Up
ADAM15,-0.40749673666893055,1.4356165280848398e-05,2.5916289352818412e-05,4.586427179844521,Not Significant
ADAM17,1.0106321993361242,3.763578645378128e-11,1.2428645342557404e-10,9.905576204609597,Up
ADAM22,-3.646745177333554,7.614623852358583e-30,2.8511014273093705e-28,27.544987332484563,Down
ADAM23,-3.565890842010576,4.097660006811401e-29,1.296429878750756e-27,26.88725096836256,Down
ADAM9,0.762337147662095,5.792157542876816e-07,1.222684402024027e-06,5.912685628120828,Not Significant
ADAMTS1,-0.15624107185100936,0.21809782295578303,0.24350318986879174,0.6134953451953826,Not Significant
ADAMTS4,-0.5810163953383479,0.003140758576015639,0.0043329563973156775,2.3632156812634504,Not Significant
ADAMTSL2,-0.25320159872134357,0.026502919158408057,0.033093676285972824,1.480254985574261,Not Significant
ADAMTSL4,1.0375120864801068,1.5639768954573546e-05,2.809220967181295e-05,4.551414098800121,Up
ADAP1,-2.9937246585700152,2.957685917828002e-27,6.334681629356312e-26,25.198275207155948,Down
ADAP2,1.103303136821567,6.688946269236139e-08,1.5646121734040217e-07,6.805593295065562,Up
ADAR,0.4003131984311395,2.5147911822855827e-08,6.159167392096618e-08,7.210477992617654,Not Significant
ADARB1,-0.5340613787897298,5.423326318677055e-06,1.0256432349402154e-05,4.989003680200258,Not Significant
ADAT1,0.7770961607926965,3.837474552168352e-08,9.216491142944249e-08,7.035434389933552,Not Significant
ADAT2,0.6079339754253567,2.2382399558357683e-05,3.942771991926639e-05,4.404198337182735,Not Significant
ADAT3,0.6348027100675822,0.00016870549477792653,0.00026842792649700966,3.5711723033591194,Not Significant
ADCK1,-1.0926883522013195,6.138778835508646e-12,2.2011212159424557e-11,10.657356040152075,Down
ADCK5,-0.1547307472292807,0.6204836318346533,0.6468964466913968,0.18916523436972515,Not Significant
ADCY1,-2.515223537606702,7.09472817373074e-10,2.0389018652778376e-09,8.690603676818212,Down
ADCY2,-1.9410844155761933,9.806878603526209e-24,1.2479193078741358e-22,21.903813495805817,Down
ADCY3,-0.8916493002098588,3.897475017192161e-09,1.036505300305396e-08,7.984428472742817,Not Significant
ADCY5,-2.5917057098520093,4.9453691380452585e-29,1.5229688567429911e-27,26.81730897748008,Down
ADCY6,-0.2977841222740792,0.0005315886855419521,0.0007992642825084761,3.097309594331598,Not Significant
ADCY7,0.19027583695522976,0.06135777160056983,0.07359680163520757,1.133141058792423,Not Significant
ADCY8,-0.6660168244026565,7.887411256349276e-08,1.8321817399540198e-07,6.737031449475783,Not Significant
ADCY9,-1.5306385300276695,6.569130347097526e-14,2.8658037629060415e-13,12.54275355141421,Down
ADCYAP1R1,-0.5969733897411867,0.00012194343909649775,0.00019636591236934484,3.7069339002290964,Not Significant
ADD1,-2.090661456085,1.1969985690927393e-25,2.016109725839211e-24,23.69548583530701,Down
ADD2,-2.605003151973425,3.045061563470557e-31,1.6882415973235434e-29,28.772565403162705,Down
ADD3,-1.0761088550392248,1.025205105509488e-08,2.6238898311404627e-08,7.581054403569322,Down
ADGRA1,-1.9289502515263974,1.0772558568693226e-06,2.2036922689331843e-06,5.656849051941476,Down
ADGRB1,-1.9199117664815237,4.0999193638217285e-13,1.6477243497305163e-12,11.783115440335463,Down
ADGRB2,-1.9980014635290813,1.8429982409827473e-18,1.3094722655555916e-17,16.882903695439374,Down
ADGRB3,-2.214938434806685,3.180967682923864e-16,1.7612070538060904e-15,14.754189583817254,Down
ADGRE2,1.78614807342971,1.291975941918774e-06,2.6194346668158393e-06,5.5817924291286936,Up
ADGRE5,1.2604074443377762,7.473012169086137e-09,1.9422367957058078e-08,7.711697822420241,Up
ADGRF5,0.055552361750360144,0.5887978151993072,0.6163930864336306,0.21014224104473261,Not Significant
ADGRG1,0.2567223355782404,0.07049228017263483,0.08398239033042874,1.0758117685103972,Not Significant
ADGRL1,-2.597341935693094,5.417329786626027e-29,1.653635945718191e-27,26.781560095852594,Down
ADGRL2,-0.8293105893060253,5.300157985127428e-08,1.2552751869668122e-07,6.901261055792324,Not Significant
ADGRL3,-1.35140238955643,4.407703285320141e-15,2.163120391178564e-14,13.66491930868412,Down
ADGRL4,0.5450933022102984,0.001984878568531049,0.002804098944060761,2.5522066661328138,Not Significant
ADH1B,-2.4727713377715723,1.2420382838248972e-06,2.5206427171638436e-06,5.598488708056409,Down
ADH5,0.02722106295103371,0.6385867368017495,0.6642399663604888,0.17767499707904635,Not Significant
ADHFE1,-1.9448830486749635,1.4901037606410966e-11,5.118973612050553e-11,10.290817109201537,Down
ADI1,0.6479443453646847,0.0005949336208654628,0.0008892395260753305,3.050981241457871,Not Significant
ADIPOQ,1.571430807486876,7.697776989112093e-07,1.6050913597689858e-06,5.794500243063263,Up
ADIRF,-1.2189088207426626,6.0733705677188074e-05,0.00010157087763397343,3.9932307949641235,Down
ADK,0.23821749352307425,0.13375358145131588,0.15361812085697307,0.8135575517263116,Not Significant
ADM,0.9851729844377224,0.0003028546290209277,0.00046876042133514297,3.329049064057746,Not Significant
ADNP,0.6540095683232872,1.012297108015484e-08,2.5921280682246427e-08,7.5863435452592896,Not Significant
ADO,-1.0315878696886434,1.6830085482167107e-22,1.859706579446682e-21,20.73055557243775,Down
ADORA1,-2.0948658313004445,7.524645449760971e-16,4.002250101510575e-15,14.397695775691783,Down
ADPGK,0.6333404844154211,0.004217212329130499,0.005739665681736318,2.2411134032127493,Not Significant
ADPRH,1.4000234259277613,5.002490923949959e-12,1.809274775100595e-11,10.742495471698561,Up
ADPRHL1,-2.478389333286654,2.2821528214217737e-07,5.022400616579877e-07,6.299088648327447,Down
ADPRHL2,0.41495937475623196,1.7877518172553231e-09,4.9216367801667965e-09,8.30789044065149,Not Significant
ADRM1,0.15423130203954843,0.005031806847436614,0.0067941467732478555,2.167865075346015,Not Significant
ADSL,0.9885325937917101,2.6017802163054274e-12,9.665214229665665e-12,11.014788515382914,Not Significant
ADSS,-0.5323163636915113,5.957356479648158e-11,1.922198499586413e-10,9.71620176608282,Not Significant
ADSSL1,-0.26587056744656745,0.12360793074221406,0.1426108347479169,0.8458474780431903,Not Significant
AEBP1,1.4162897581827045,4.781815909169152e-10,1.4028659447193612e-09,8.852983827368101,Up
AES,-0.2600004111080744,0.002695699261269316,0.0037502718003945877,2.4259372557032335,Not Significant
AFAP1,0.833422486267684,1.6188334056942127e-08,4.0496123335426725e-08,7.392586549491884,Not Significant
AFAP1L1,0.9999356427725072,4.437684402946351e-05,7.536605800337505e-05,4.122824199762754,Not Significant
AFAP1L2,-0.34089038988872866,0.004113084504182564,0.005602341874383186,2.2516303925442562,Not Significant
AFDN,-0.8631379497785261,6.071126916454738e-14,2.656341322966682e-13,12.575716121639502,Not Significant
AFF4,0.2680786673361504,0.006428787917349484,0.008594561190815666,2.0657762920161695,Not Significant
AFG1L,-1.7149501568742802,1.2175784652660554e-19,9.809422790212362e-19,18.008356546789347,Down
AFG3L2,-1.7690438584497754,8.359158824119233e-18,5.492323046675096e-17,16.26024392641301,Down
AFM,2.800237504534469,1.0459048235471084e-23,1.3244310594041183e-22,21.877970643104465,Up
AFTPH,-0.3343700558791727,0.0001835476113041883,0.00029044498115921193,3.5369361236590615,Not Significant
AGA,0.9551243348192474,2.957266375052056e-08,7.185384149840534e-08,7.143550008365359,Not Significant
AGAP1,-1.5662356086928995,3.240957376166751e-28,8.412749458483719e-27,26.07506204468931,Down
AGAP2,-2.766151108872078,8.200867379217838e-27,1.622867462933051e-25,24.78971694688183,Down
AGAP3,-1.9068408379273447,1.2494781845593287e-23,1.5688562633387276e-22,21.804416844111188,Down
AGBL4,-2.087145178340731,1.767684630089907e-16,1.0115354213637077e-15,14.99501890475333,Down
AGFG1,-0.636843795338734,3.061878512969747e-08,7.430891452903264e-08,7.128959082625257,Not Significant
AGFG2,-0.5301587267775552,8.193539939205724e-08,1.8994778892470462e-07,6.721365757457451,Not Significant
AGGF1,0.46476416536418264,4.1403961545679935e-05,7.057046597821883e-05,4.151377014901122,Not Significant
AGK,-1.3114840166105153,5.522952090637615e-18,3.7185257640004485e-17,16.429629205134017,Down
AGL,-0.8034306902130165,2.747517880352682e-13,1.1224063428803401e-12,11.949849887711924,Not Significant
AGMAT,-1.0250034661338743,1.2912547656572362e-05,2.34321318963148e-05,4.6301881967344265,Down
AGO1,-0.16982361112166264,0.0010901832877084439,0.0015855411264157036,2.7998224885824894,Not Significant
AGO2,0.43747759896159977,7.603630053006275e-12,2.6993924018329575e-11,10.568733978887874,Not Significant
AGO3,-0.3466535342125545,0.0002356813821277567,0.00036918096411855825,3.432760700363901,Not Significant
AGO4,-0.11876943317979888,0.4126679328479049,0.44242048748726354,0.3541647700472787,Not Significant
AGPAT1,-0.7494639341680241,5.796826201039839e-14,2.542737628597711e-13,12.594698450021216,Not Significant
AGPAT2,0.18918330454186735,0.10514816549506069,0.12230274384155623,0.9125637995305181,Not Significant
AGPAT3,-0.4516342580005952,1.4905651568623947e-05,2.68430669857797e-05,4.571167864847899,Not Significant
AGPAT4,-1.1341608344484955,6.444471732683534e-19,4.798319475357862e-18,17.318910839785026,Down
AGPAT5,-0.07202016059169772,0.5026240876578503,0.5326628108766609,0.2735476234608081,Not Significant
AGPS,0.5822115660679201,2.0489132574943402e-11,6.919902043237698e-11,10.15990005328637,Not Significant
AGRN,0.6431303211734125,3.8918460289253054e-07,8.35951822432594e-07,6.07781875109518,Not Significant
AGT,1.4857052144051168,1.1371928317219117e-12,4.384088957553104e-12,11.358120642164547,Up
AGTPBP1,-1.3827834819498186,7.896424174024468e-20,6.512985675706869e-19,18.18621987698764,Down
AGTRAP,1.6040825910586896,0.0017847854603145823,0.0025362227790326946,2.5958126011628693,Up
AHCTF1,0.6485207236699871,1.279479352826191e-09,3.5762890933318535e-09,8.446567381776543,Not Significant
AHCY,0.5008697029352617,1.988995692972205e-08,4.9340934623802864e-08,7.306792628293468,Not Significant
AHCYL1,-1.3894486198868774,1.0703427600020693e-11,3.7411678270186504e-11,10.42699280911982,Down
AHCYL2,-0.6988503645615063,2.6953188015629277e-08,6.579637290213066e-08,7.181798046690107,Not Significant
AHDC1,-0.01651273975675538,0.8853777881221634,0.8966625215570732,0.047370982377906136,Not Significant
AHNAK,0.7703638639630507,2.0356203311212127e-06,4.035956576502991e-06,5.394053515053211,Not Significant
AHNAK2,-1.059131594506953,2.249760096640065e-09,6.122288325732402e-09,8.213086221402195,Down
AHR,1.3702416306408298,6.370253181793677e-12,2.2801913813373583e-11,10.642028700205419,Up
AHSA1,-1.1648780152443594,9.430495549270138e-29,2.7191697554668384e-27,26.565563678929156,Down
AHSG,2.2210195757559617,3.579211141344157e-15,1.7724076484420234e-14,13.751436384532438,Up
AHSP,0.8714122367717999,0.00284224468714693,0.003940453509391635,2.404453792059728,Not Significant
AIDA,-0.17570806873869954,0.0885790584952503,0.10393635665393534,0.9832325108422303,Not Significant
AIF1,1.656509660856073,1.1543677508325455e-11,4.02270301922195e-11,10.395482028545807,Up
AIF1L,-0.12895842138700894,0.558009770086745,0.5864624088078483,0.23175982015634775,Not Significant
AIFM1,-0.8362753372449563,7.860246019266755e-13,3.082792042748593e-12,11.511055770678256,Not Significant
AIFM2,0.8209703615911224,5.134358185260613e-10,1.50122287501061e-09,8.823554826609612,Not Significant
AIFM3,-2.7533615774829343,5.2602761431217475e-17,3.1778418092718667e-16,15.497867725464147,Down
AIG1,0.5940580258988705,0.02570324292809035,0.032164589521338355,1.4926219866157102,Not Significant
AIMP1,0.19543887307344995,0.0010089533753584881,0.0014732659696774903,2.8317188426100595,Not Significant
AIMP2,0.31152686324097556,2.474530150711367e-08,6.064842085885241e-08,7.217180502649262,Not Significant
AIP,-0.29079532405017827,0.003080907835274566,0.004253769685286239,2.3712260280950392,Not Significant
AJAP1,-2.521789289670626,1.040947639632496e-25,1.77626622638273e-24,23.750491941719623,Down
AJM1,-2.5792527007946835,3.9224997496909755e-20,3.365976908040673e-19,18.472888867785304,Down
