Gene Symbol,log2FC,p-value,adj p-value,adj -log10 p-value,-log10 p-value,Primary Mean,Recurrent Mean
LOC101929304 /// SNX29,0.06926546295451974,0.848015735398779,0.9995493194207042,0.00019577216392039268,0.07159608904412808,5.115685797612761,4.988123331453077
LOC101929304 /// SNX29,0.06926546295451974,0.848015735398779,0.9995493194207042,0.00019577216392039268,0.07159608904412808,7.800320025041457,8.304795104902604
LOC101929304 /// SNX29,0.06926546295451974,0.848015735398779,0.9995493194207042,0.00019577216392039268,0.07159608904412808,9.734523795910402,9.762235500186687
LOC101929336 /// RIF1,-0.0961896014868282,0.6337555968081149,0.9995493194207042,0.00019577216392039268,0.1980781922415239,7.357276481302228,7.447849306303448
LOC101929336 /// RIF1,-0.0961896014868282,0.6337555968081149,0.9995493194207042,0.00019577216392039268,0.1980781922415239,3.440300799516406,3.294095117992005
LOC101929336 /// RIF1,-0.0961896014868282,0.6337555968081149,0.9995493194207042,0.00019577216392039268,0.1980781922415239,9.284626271981393,9.210168717923755
LOC101929336 /// RIF1,-0.0961896014868282,0.6337555968081149,0.9995493194207042,0.00019577216392039268,0.1980781922415239,9.832646429321853,9.546119877470977
LOC101929336 /// RIF1,-0.0961896014868282,0.6337555968081149,0.9995493194207042,0.00019577216392039268,0.1980781922415239,4.967618245165925,4.327419172397269
LOC101929336 /// RIF1,-0.0961896014868282,0.6337555968081149,0.9995493194207042,0.00019577216392039268,0.1980781922415239,6.226328891380865,5.936917265669797
LOC101929336 /// RIF1,-0.0961896014868282,0.6337555968081149,0.9995493194207042,0.00019577216392039268,0.1980781922415239,9.698209281727829,9.619272713964492
LOC101929336 /// RIF1,-0.0961896014868282,0.6337555968081149,0.9995493194207042,0.00019577216392039268,0.1980781922415239,4.9836549338016685,5.12564418648112
LOC101929336 /// RIF1,-0.0961896014868282,0.6337555968081149,0.9995493194207042,0.00019577216392039268,0.1980781922415239,9.200978615196684,9.27658131168435
LOC101929597 /// TBCD,0.2422175226178478,0.1670111229039805,0.9995493194207042,0.00019577216392039268,0.7772546037123839,6.250387525052954,6.447704090055421
LOC101929597 /// TBCD,0.2422175226178478,0.1670111229039805,0.9995493194207042,0.00019577216392039268,0.7772546037123839,5.595553273715104,5.932448310442209
LOC101929597 /// TBCD,0.2422175226178478,0.1670111229039805,0.9995493194207042,0.00019577216392039268,0.7772546037123839,8.755079378645759,8.992421302385106
LOC101929740 /// ZNF37A,-0.0903378491043414,0.6773209625044195,0.9995493194207042,0.00019577216392039268,0.16920548307879457,5.5875501277373605,5.628866361669042
LOC101929740 /// ZNF37A,-0.0903378491043414,0.6773209625044195,0.9995493194207042,0.00019577216392039268,0.16920548307879457,7.989451126967928,7.7674591948275715
LOC101929777 /// WNT3,-0.16964637490957823,0.3845553506027001,0.9995493194207042,0.00019577216392039268,0.4150411414940547,6.022240561614527,5.836748268725431
LOC101929777 /// WNT3,-0.16964637490957823,0.3845553506027001,0.9995493194207042,0.00019577216392039268,0.4150411414940547,7.445226313753888,7.482347750629589
LOC101929777 /// WNT3,-0.16964637490957823,0.3845553506027001,0.9995493194207042,0.00019577216392039268,0.4150411414940547,7.459525501501131,7.114803150765302
LOC101930112 /// SPG7,-0.04714781191173145,0.7137830985474694,0.9995493194207042,0.00019577216392039268,0.1464337397244916,8.587209327252715,8.675118842902075
LOC101930112 /// SPG7,-0.04714781191173145,0.7137830985474694,0.9995493194207042,0.00019577216392039268,0.1464337397244916,9.339614487870751,9.148165667225182
LOC101930112 /// SPG7,-0.04714781191173145,0.7137830985474694,0.9995493194207042,0.00019577216392039268,0.1464337397244916,9.09777354881854,9.25220457608035
LOC101930112 /// SPG7,-0.04714781191173145,0.7137830985474694,0.9995493194207042,0.00019577216392039268,0.1464337397244916,8.234306762682307,7.978752315788563
LOC101930112 /// SPG7,-0.04714781191173145,0.7137830985474694,0.9995493194207042,0.00019577216392039268,0.1464337397244916,6.959460323517584,6.783465513396647
LOC101930112 /// SPG7,-0.04714781191173145,0.7137830985474694,0.9995493194207042,0.00019577216392039268,0.1464337397244916,7.586170594965598,7.69318493941705
LOC101930150 /// NF1,-0.024362098148495548,0.880311581477732,0.9995493194207042,0.00019577216392039268,0.05536358442997199,7.9503492424274365,7.795125397942864
LOC101930150 /// NF1,-0.024362098148495548,0.880311581477732,0.9995493194207042,0.00019577216392039268,0.05536358442997199,7.310385090082322,7.401051859389245
LOC101930150 /// NF1,-0.024362098148495548,0.880311581477732,0.9995493194207042,0.00019577216392039268,0.05536358442997199,5.7461263316458675,5.9020240401244015
LOC101930150 /// NF1,-0.024362098148495548,0.880311581477732,0.9995493194207042,0.00019577216392039268,0.05536358442997199,6.922054592479423,7.051254761102207
