gene_name,Unnamed: 0.1,Unnamed: 0,ensembl_id,baseMean,log2FC,SE,statistic,pvalue,FDR,-log(adjustedp),category
SMCR8,21738,21738,ENSG00000176994,1932.9467381725783,0.5238348199671679,0.1296550913450202,4.040217892972756,5.340156487205983e-05,0.0001105885757843,3.956289734967118,Not Significant
RAB7B,22089,22089,ENSG00000276600,319.6187432572212,1.8078752925717445,0.4557643817172135,3.96668841421985,7.287816702318615e-05,0.0001485243187513,3.8282024309609017,Up
EIF2AK4,22514,22514,ENSG00000128829,2754.575863079297,0.5354307121706945,0.1379596474754624,3.8810675582940033,0.0001039989438243,0.000207947077594,3.682047178659076,Not Significant
C9orf72,23869,23869,ENSG00000147894,1229.4713468186742,-1.0913126565762796,0.3024392089772779,-3.6083702912285736,0.0003081264993176,0.0005811289012477,3.235727525283519,Down
DAPK2,23926,23926,ENSG00000035664,268.63517624353324,-0.9393198031555212,0.2611714454661961,-3.596563940896437,0.0003224483498457,0.000606691280215,3.217032246990554,Not Significant
HMGB1,23938,23938,ENSG00000189403,8506.03080887166,-0.6201483174720002,0.1725612433336674,-3.593786794134709,0.0003259065520259,0.0006128905579037,3.212617069269374,Not Significant
RRAS,24026,24026,ENSG00000126458,297.75153884877705,-0.7235171468905376,0.2023973622792421,-3.574736047658174,0.000350581399071,0.0006568786783526,3.182514834682847,Not Significant
MTMR3,24500,24500,ENSG00000100330,865.8639200513369,0.6877107217345073,0.1974637467039532,3.482718895056493,0.0004963492536812,0.0009120095935462,3.04000059324805,Not Significant
ATG4D,26011,26011,ENSG00000130734,585.4209225248412,-0.5473059989492194,0.1713402149986798,-3.194264691178521,0.0014018751795642,0.0024262270763033,2.6150685549243486,Not Significant
ATG101,26816,26816,ENSG00000123395,401.51728830767365,-0.4818245746184399,0.1585384441199946,-3.039165530435989,0.0023723446545382,0.003982570160818,2.399836564506692,Not Significant
ATG12,27179,27179,ENSG00000145782,2091.3202174391945,-0.4156098136086005,0.1398234952807822,-2.972388959194638,0.0029549207487704,0.0048943185132043,2.310307770982215,Not Significant
SNAP29,27237,27237,ENSG00000099940,1103.480881039799,-0.4806864715817067,0.162428533931869,-2.959372100122086,0.0030826663350239,0.0050950347212145,2.2928528520539277,Not Significant
MTMR14,27716,27716,ENSG00000163719,1284.805478215387,0.2726993017771387,0.0948817206852595,2.8740973478098426,0.0040518405334832,0.006581152685243,2.1816980332861178,Not Significant
AKT1S1,28130,28130,ENSG00000204673,1187.6959466125245,-0.4016791390414593,0.1439456922647459,-2.790490863058883,0.0052628185622137,0.0084222682752941,2.0745709290729337,Not Significant
PRKCQ,28836,28836,ENSG00000065675,278.55345370852467,-0.6727240188381071,0.252668943119343,-2.6624721286793034,0.0077568993179471,0.01210971496323,1.9168660790991616,Not Significant
IRS4,28859,28859,ENSG00000133124,7.304263168541686,-1.8079082794944747,0.6799529914574328,-2.6588724547256524,0.007840263767948,0.0122301051479296,1.9125698091150387,Down
DDIT4,30344,30344,ENSG00000168209,1025.158308476133,0.8466479238914048,0.3543748342829955,2.3891310611951955,0.0168882765279861,0.0250553561084465,1.601099420307886,Not Significant
PRKAA2,30397,30397,ENSG00000162409,1122.1134594706505,-0.4780994236791729,0.2009851583908638,-2.37877974427044,0.0173700513855447,0.0257247958196539,1.5896480635917505,Not Significant
ATG16L2,31568,31568,ENSG00000168010,1279.3905504042302,0.3540792694849758,0.162632496166507,2.1771741677165246,0.0294675749271167,0.0420222609409189,1.3765205847775352,Not Significant
MTMR4,32028,32028,ENSG00000108389,4367.181267637614,-0.2225342072541855,0.1055815805632868,-2.107699146640411,0.0350570211765332,0.0492726888578131,1.3073937372126596,Not Significant
