Gene,log2FC_rna,pvalue_rna,adjustedpvalue_rna,-log(adjustedp)_rna,log2FC_prot,pvalue_prot,adjustedpvalue_prot,-log(adjustedp)_prot
AASS,1.181651221690737,6.00181352712864e-09,2.9031531017232976e-08,7.537130060454818,1.1515029812420312,2.7980959226597833e-10,9.79004385175317e-10,9.00921536289229
AATF,0.5055282091756172,4.400797287336072e-07,1.634218889350779e-06,5.786689773953839,0.6689522832521698,4.243488591409857e-06,8.632103331636741e-06,5.063883369519418
AATK,-1.870095832903143,3.0666752542899554e-14,3.4399117285615e-13,12.463452701698968,-2.208754090781825,1.5135827444317268e-20,1.5818155408423542e-19,18.800844161966666
ABAT,-0.3490113236083374,0.0077538416468861,0.0149004951280124,1.8267993001923584,-1.6648968071790209,2.0379254122686536e-19,1.9197072955931595e-18,17.71676498462949
ABCA1,2.042268589497567,2.0020452227365826e-12,1.6576554652482232e-11,10.780505730173134,1.176504002689187,1.36806311772308e-12,6.334594747499796e-12,11.198281163662026
ABCA2,-1.2980376636887634,7.906061751571924e-12,5.889666605666596e-11,10.229909288475596,-0.9477022506296866,1.0751251223301127e-10,3.9698394460213347e-10,9.4012270572462
ABCA3,-0.412969368071753,3.327917201601553e-09,1.674026594804387e-08,7.776237646769852,-0.6878653362792828,6.156250013536794e-07,1.3970003573338672e-06,5.854803482799127
ABCA5,-0.8573085892661112,7.337050344285346e-09,3.5066911324799065e-08,7.455102484864693,-1.9286665978413424,1.1205058619270808e-15,7.372531932237032e-15,14.132383337736584
ABCA8,-1.018599824140102,0.0005254180565271,0.001242265469403,2.90578558646445,-0.4516512489429742,0.0019273056838211,0.0027636485552961,2.5585171856827653
ABCB1,-0.4469032946212135,1.2940293682384478e-07,5.183327731642762e-07,6.285391330704321,-0.3811732948563274,0.0013585042175424,0.0019846554947928,2.702314869099989
ABCB6,0.2364633678674543,0.0015057149663558,0.0033066204139866,2.480615657391355,0.1701317470202028,0.0041857301080861,0.0057471659009455,2.240546266094896
ABCB9,-0.6793322832334319,2.0641225337453195e-09,1.0691096200424476e-08,7.970977762575346,-1.354921019167273,9.02502261118896e-10,2.9625184597876334e-09,8.528338934835366
ABCC1,0.5599169514245421,4.87219374675492e-09,2.3912883445418426e-08,7.621368052954437,0.1460865283352681,0.1105320692594701,0.1285650138475612,0.8908771990646482
ABCC3,2.2209108742550887,5.679920781906165e-13,5.162834650477892e-12,11.28711178383036,0.6364058607058853,3.2931507686854884e-05,5.934627138373831e-05,4.226606561769809
ABCC4,0.6925428749129043,6.637910425093798e-06,2.0840566038553967e-05,4.681090489591222,0.3993133256885254,0.0001545498354098,0.0002541806346628,3.594857540247127
ABCD1,0.7781562560178612,9.960637696171974e-05,0.0002626582226451,3.580608998845112,0.8572578957570672,8.95648471233891e-08,2.2721922829816166e-07,6.643554919481971
ABCD2,-0.0690827164953962,0.6450471596853297,0.7139861732193111,0.1463101985217241,-0.8978240378350995,5.408222930963325e-06,1.0852938594254338e-05,4.964452654213931
ABCD3,0.4639808195621651,4.941107594080397e-06,1.576639057630719e-05,4.802267718986257,0.840525200468065,9.194023824513964e-14,4.857898172049028e-13,12.31355159282045
ABCD4,0.5250185992272431,2.665819918378112e-06,8.83737561982881e-06,5.053676685557379,0.9639660788730842,4.4379875453442325e-10,1.512606822511071e-09,8.820273945079519
ABCE1,0.1066605154950437,0.0860593567290403,0.1299730294719151,0.8861467582064506,0.5275957975668428,1.1542396682909201e-10,4.242401379675208e-10,9.372388244652168
ABCF1,0.2385888303204826,9.322384584639648e-05,0.0002468931888804,3.607490890920397,0.7381155712003294,6.088593211055895e-14,3.273562331295497e-13,12.484979385342273
ABCF2,0.5588466130491359,1.5001083646353095e-09,7.922568852293916e-09,8.101133977818776,0.4281771030135006,7.149738958450555e-05,0.0001227674576352,3.910916737774596
ABCF3,0.0402884345019849,0.5592668686404462,0.6387494583340448,0.1946694551431566,0.4463130921407908,2.6847842870085898e-08,7.327194452929317e-08,7.13506228277332
ABCG1,-0.4200620542526856,0.0005681677194139,0.0013356886984626,2.8742947486669244,-0.5179514902577443,0.0001218875297239,0.000202931429446,3.6926506854558823
ABHD10,-0.6470135447662901,3.814497590456805e-18,8.820619688358112e-17,16.05450090264817,-1.649019786538683,5.98387760514179e-19,5.388078026982776e-18,17.26856612370579
ABHD12,-0.1731053184448114,0.0094092930992881,0.0177935738439305,1.7497368149954535,-0.5456807230776904,8.140044168137794e-07,1.8194056204884324e-06,5.740070468005294
ABHD13,-0.5267707807753466,1.4191702705425007e-06,4.8834801847951285e-06,5.311270570134533,-0.2519425717328861,1.885693183722044e-05,3.518225551059824e-05,4.45367632166063
ABHD14B,0.7230616580918348,1.1638606281735768e-12,1.0076897440247456e-11,10.996673161540018,0.474766142636689,0.0029426078678369,0.004125199366507,2.384555057615489
ABHD16A,-0.0694672022382558,0.335360559993787,0.4190421147880038,0.3777423271508904,-0.760246571282284,1.2879169062961307e-14,7.480986092431043e-14,13.126041152633478
ABHD17A,-0.3283846580719629,3.591782461412993e-06,1.171006361502686e-05,4.931440745612514,-0.9528550600874978,1.8378529169152367e-05,3.434508260712872e-05,4.464135434716955
ABHD17B,-0.7022576706980157,3.2247578136996215e-05,9.162930769872838e-05,4.037965594715768,-1.6644029110169885,3.680835154919529e-23,4.924654643644907e-22,21.30762422031729
ABHD3,0.8990114253544643,3.440032236977029e-07,1.2973502227463746e-06,5.886942769270978,0.2058714843995173,0.1024681576391866,0.1195998040890663,0.9222695317448248
ABHD4,0.7222208551636502,6.209184191512294e-13,5.614682945206936e-12,11.250674762828126,0.6767115075539025,1.398266393087704e-06,3.0202438027910167e-06,5.519957998124592
ABHD6,-1.066892716449498,3.413378770572421e-14,3.79226381410596e-13,12.421101457983454,-0.8488379982532344,6.535673027609623e-13,3.13790685167844e-12,11.503359952528076
ABI1,-0.4248098465482357,1.3002549996033184e-09,6.920913044491357e-09,8.15983660727345,-0.9131405967521954,2.6385653636993255e-19,2.454408120710124e-18,17.61005322081221
ABI2,-0.5255328159938255,1.1325022683779666e-09,6.088972733886536e-09,8.215455970689957,-1.1472005187893832,2.803758211412592e-10,9.8065588785597e-10,9.00848335981938
ABI3,0.424889575513081,8.937683546327512e-05,0.0002375283910398,3.6242844730495607,0.829138469449394,2.8513340364556454e-09,8.739557121751123e-09,8.05851057474008
ABL1,0.619078477142633,6.406830410719407e-05,0.0001746550846517,3.7578187664301415,0.3408026642729888,3.328463745056028e-06,6.856516746940074e-06,5.163896458895886
ABL2,-0.0645449566754603,0.1882764659026063,0.256728222013473,0.5905263869148046,-1.1944117087653274,9.897749089114831e-29,2.2203808247542307e-27,26.65357253189836
ABLIM1,-0.5922479148392679,1.474250461283351e-09,7.797799128908823e-09,8.108027956417855,-0.8713252049534941,7.705247929639865e-09,2.24912859505388e-08,7.647985712849962
ABLIM2,-1.1406893059499996,2.278899350402234e-15,3.1345446214142603e-14,13.503825543436744,-3.016502011835526,1.0656411753118311e-30,2.9113540666196455e-29,28.53590497428349
ABLIM3,-0.8979047345948352,9.5200136297912e-11,6.053590127764832e-10,9.21798698729025,-1.5122419968259726,3.840054451368977e-22,4.735915495770104e-21,20.324596055450712
ABR,-0.9535910305936284,2.493710331400453e-22,1.3079671227487097e-20,19.88340317236364,-1.686700159083251,3.755881838778924e-33,1.329761022443871e-31,30.87622640110762
ABRACL,-0.0352321030326141,0.7578822823091873,0.8098700976785361,0.0915846359184848,-0.9089979325879408,4.438339306417078e-08,1.1785375979718207e-07,6.928656557958299
ABT1,0.6601637376722174,0.0001069528593049,0.000280457224239,3.552133368609615,0.355848721110955,0.1717404875174292,0.195499424165455,0.708854517460614
ACAA1,0.1396257451642384,0.089650400476997,0.1347871740455657,0.8703514320310515,0.0781616218629349,0.1655605714239919,0.1887122194428747,0.7241999776050988
ACACA,-0.7762968316815595,2.5746841554172144e-16,4.266469839098817e-15,14.36993132017297,-0.6094105056387386,2.895550032028477e-09,8.864641259818947e-09,8.052338835024543
ACAD10,0.303154390387844,0.0061523824388767,0.0120358997575657,1.9195214379905607,0.0356837234719886,0.5473648895726734,0.577022598294709,0.2388071779664384
ACAD11,0.4685747294748328,0.0055928258159615,0.0110446674148608,1.9568473573901397,0.3984322036039006,2.5046389863436924e-05,4.596401129910348e-05,4.337582077262964
ACAD9,-0.0332086147536809,0.3659737095442314,0.4504773837276579,0.3463270079453748,-0.8771165360109986,2.1588003862675103e-09,6.7399379786018355e-09,8.171344099855617
ACADM,-0.0671619043435995,0.2964572546253177,0.377967149212457,0.4225459449663152,-0.3883894657603159,0.0060730824680993,0.0081926795503428,2.0865740318658
ACADSB,-1.50393719340744,6.468023695148836e-27,9.758730565236288e-25,24.01060667253506,-1.3773281839133535,8.21760249249743e-16,5.472618320179511e-15,14.261804840039508
ACAP2,0.0658060207812649,0.504797491659141,0.5877881135311669,0.2307792006383967,0.0267063453102146,0.5900611207345084,0.6188982472516625,0.208380747247417
ACAP3,-0.6016806201729867,5.63888550905203e-09,2.7433447375049703e-08,7.561719614127616,-1.133124030203196,5.450074830372156e-11,2.0810648902914075e-10,9.681714377714314
ACAT2,-0.3869193873745526,0.0012625398869924,0.002806128936789,2.551892377766132,-0.9704364364958644,2.6847807371697288e-17,2.0964653183195583e-16,15.678512317704495
ACBD3,0.0491110144061419,0.3750470675065043,0.4596203769393376,0.3376007254229619,0.3614054537114847,2.1090017349832816e-05,3.910331147032593e-05,4.407786462747542
ACBD5,-0.5808777358927024,5.628502574410661e-11,3.6912224288635727e-10,9.432829783924497,-0.0677907401940728,0.3587756031376832,0.3897406859799775,0.4092242547814138
ACD,0.0715363156664725,0.2152468278493974,0.2875840694377923,0.5412351751281038,0.2600765638669932,0.01961121656679,0.0249216400004538,1.6034233817676071
ACHE,-0.332754352782886,0.0525102135073816,0.083803763535581,1.0767364772404475,-0.2151168793605185,0.1167810343385356,0.1355456942941367,0.867914273539024
ACIN1,0.4085732909763209,4.1002476444533364e-07,1.528183179715286e-06,5.815824584784293,0.5810558790629039,8.987472231037087e-18,7.31435484385184e-17,16.135823974406968
ACO1,0.0046324217104256,0.9286821616116084,0.9456277867901574,0.0242797747535003,0.218167457145634,0.0058986766999845,0.0079739384117064,2.0983271230201685
ACO2,-0.7251535413176509,8.775238357341826e-13,7.743118264626315e-12,11.1110841074829,-2.2141157219314107,7.262068484154125e-32,2.2038154767218746e-30,29.65682477134307
ACOT1,-0.0829909969443267,0.3754090207982624,0.4599833209520317,0.3372579156006469,-0.7152294649319886,7.98748308304224e-08,2.0407882035195555e-07,6.690202064767322
ACOT11,-0.2547653527314208,0.0383129913434489,0.0634620584451462,1.197485845301005,-0.2732656977358336,0.0463464524333315,0.0564961029837858,1.2479815081276011
ACOT13,-0.0612009370132966,0.3083643019797637,0.3907429244123275,0.4081088774584983,-1.588747886568506,7.381226216516745e-20,7.241393373018171e-19,18.14017785977109
ACOT7,-1.635650227440209,1.348797539034326e-14,1.6256069748065581e-13,12.788984446014345,-2.3905506429324475,1.0075573001243949e-36,5.50372723787847e-35,34.25934309766855
ACOT8,-0.3429751383934292,3.131637765810764e-07,1.1893022105647403e-06,5.924707773889609,-0.4487173064837387,3.5766455292684064e-05,6.419952287317614e-05,4.19246819956848
ACOX1,0.0290922252798448,0.5742417638383475,0.6523036293041264,0.1855502051317045,0.3341737001481018,2.6212425428727245e-08,7.16693292060998e-08,7.1446666603198095
ACOX2,1.204921375687979,7.670747949938608e-12,5.735344796341372e-11,10.241440468146806,0.1301050795736528,0.1441212245731865,0.1654890045871262,0.7812308563038044
ACP1,-0.2070815242257921,0.0001718887821668,0.0004367715577213,3.359745650355613,-0.7308834038451244,2.0814746248504107e-09,6.510237190525218e-09,8.186403188288994
ACP2,0.1379034334812701,0.0428008288678931,0.0700085564604861,1.1548488771789158,0.279194111716219,0.0008774610193684,0.0013117179018536,2.882159554321098
ACP5,0.8138639918220498,0.0001857304350449,0.0004693572470396,3.328496472087993,0.7176955246048877,0.0123870353502465,0.0161514031016806,1.7917897437447292
ACP6,0.847543062971603,6.248070009705966e-10,3.479024994366912e-09,8.458542451138403,0.5044423903040087,0.0024239256074372,0.0034327403602468,2.464359043756412
ACPP,0.2247812732750072,0.1968889601714181,0.2662995216859368,0.5746296136186811,0.6933934529697889,0.0002536332986252,0.0004056651821434,3.3918322657781927
ACSBG1,-0.97806671412034,1.8769072422187627e-09,9.791967302947918e-09,8.00913004537958,-0.8523956148551503,1.8098357534692232e-10,6.478191319759677e-10,9.188546230162062
ACSL1,-0.5351936569841307,0.0018223161042325,0.0039416858601461,2.404317990569364,-0.1411842798083247,0.0716301139811221,0.0851917112008112,1.0696026582246776
ACSL3,-0.7391937143615195,1.439331794505647e-14,1.724517045162109e-13,12.763332508699744,-0.2539416412858002,0.0013854984255838,0.0020215381429636,2.694318059859691
ACSL4,-1.2112142420594214,2.4727333924874118e-17,4.862312918678786e-16,15.313157095167211,-0.5745950522042902,6.610192455419775e-09,1.9438198523454124e-08,7.711343986713036
ACSL6,-1.873566181848343,9.497215463124247e-17,1.6993480259859653e-15,14.769717668637192,-2.333010280604297,2.648341184042106e-19,2.461302087919132e-18,17.608835079891314
ACSS1,-0.2837300645570746,0.0006475875113785,0.0015077475664998,2.8216713638064714,-1.5402748225644218,7.659736831768258e-15,4.563835184995752e-14,13.340670047763757
ACSS2,-0.4008302849204757,0.0003804025141068,0.0009172139932722,3.0375293281739504,-0.2027481236608495,0.0060715045054306,0.008191612494754,2.0866306002367114
ACTL6A,1.7159103477897109,1.6242041034712278e-11,1.1523598460680335e-10,9.938411883101535,1.7581764661293708,2.5512617537478044e-11,1.0182547390629176e-10,9.992143559985804
ACTL6B,-3.06490493262619,9.613879844219548e-15,1.1833796413415093e-13,12.926875906521822,-2.385382512553168,6.5016719996208855e-15,3.9006284636342256e-14,13.40886541443516
ACTN2,-0.6866352196965568,3.000612653519876e-10,1.7507991042571687e-09,8.756763684252359,-2.494536887961486,2.2807445986854318e-20,2.3389429091346463e-19,18.63098037868268
ACTN3,-0.0504947239839221,0.6332571083215798,0.7039005976440972,0.1524886660605345,-0.0227640832242641,0.7659715372270604,0.7855944162968245,0.1048016120083974
ACTN4,0.1043558129601134,0.3625559531937903,0.446968254209756,0.3497233214119665,0.1729327265779971,0.0062087494239173,0.0083616085850117,2.077710166054699
ACTR10,-0.7787355743943838,2.7591087671825464e-16,4.5351806649277604e-15,14.343405407563452,-1.2401189377937556,4.944949348616097e-23,6.556939843279613e-22,21.18329880075495
ACTR1A,-0.9130456009934188,2.5017145457765483e-22,1.3093556087338412e-20,19.882942387110937,-1.2027461017445642,3.515631287756701e-16,2.45105198086132e-15,14.61064747831877
ACTR1B,-0.6412653534406001,5.926736680044144e-11,3.871226561561704e-10,9.412151411074028,-1.2580058018584648,2.437560897458812e-11,9.754929404709255e-11,10.0107758691968
ACTR2,-0.059537327790311,0.3384698645838299,0.4223011960264406,0.3743776885799518,-0.2131264550576016,0.000313499570234,0.0004961558501697,3.304381883515477
ACTR3,0.3271065784282303,6.69209719879644e-08,2.7969945234778137e-07,6.553308383977309,0.2775420149765081,1.3361150902223482e-06,2.893803989622227e-06,5.538530888942064
ACTR3B,-1.3057611602858756,1.1305773867703382e-12,9.808503279724453e-12,11.00839725836404,-3.054177964215572,1.5764671407441846e-29,3.7984829787051422e-28,27.42038981536237
ACTR5,0.1039116623683398,0.0687060225769078,0.1065688922340893,0.972369548617902,0.0765924219235207,0.540681100452826,0.57043883788906,0.2437909135441582
ACTR8,0.4073809314004855,2.538616303698237e-09,1.2948426480591049e-08,7.887783004734629,0.5333815997741679,3.569141593467365e-06,7.326206832262238e-06,5.135120824568255
ACVR1,-0.0163717814925572,0.8757590497403495,0.9039428380684018,0.0438590317993873,-0.5504450973483547,3.3144230480072707e-06,6.830296873234544e-06,5.165560419655859
ACVR1B,-0.7916118464315609,7.107014503686589e-08,2.953743385463485e-07,6.529627237906312,-1.6455674926613046,2.7547021740031456e-07,6.556984891195688e-07,6.183295817046906
ACVR2A,-0.6357723347042334,7.5151563766226e-09,3.5869059198869285e-08,7.445280014182632,-1.5810927082953063,7.045229263300282e-22,8.342865916005988e-21,20.078684736208416
ACY3,-0.7861886502655544,2.165157895914556e-07,8.420173316140583e-07,6.074678969133508,-1.2061855553710163,1.018631453982262e-06,2.2459086643722443e-06,5.648607909412805
ACYP1,-0.3442205567496135,0.0027468220605879,0.0057461335848075,2.240624281847303,-1.5076801172381886,2.758856053131488e-18,2.349994489119939e-17,16.628933156174053
ACYP2,-0.6220074811831129,8.205063054140952e-13,7.271506568865597e-12,11.13837559921534,-1.320459861000119,8.032505974053597e-12,3.414061032418289e-11,10.46672871936494
ADAL,-0.2268856833944852,0.0014787212493076,0.0032520159056664,2.4878473389308984,-0.029618286142885,0.8344254058614631,0.8491088131402844,0.0710366514306407
ADAM10,-0.1535763646062182,0.0728507366598936,0.1122497450319057,0.9498146367955717,-1.0193043274417943,1.836375842640212e-09,5.785362029673719e-09,8.237669459085597
ADAM11,-2.0534021326242,7.26518358906494e-17,1.3202648125198905e-15,14.87933895130808,-2.6092433818453507,5.076906790034434e-22,6.174992427938155e-21,20.20936357061999
ADAM12,1.655311360615685,1.799828179790642e-15,2.5137943068824497e-14,13.599670261670196,0.8617743263226283,0.0006628732657596,0.0010078655891458,2.996597382359278
ADAM17,0.657930718723085,1.2780278729616037e-15,1.8385848894012663e-14,13.735516313498444,0.8206793385511281,8.523378817552084e-09,2.4795933513666757e-08,7.605619536810154
ADAM22,-1.5840613840242312,3.53622887143743e-17,6.773707372701698e-16,15.169173569009068,-3.164178486028387,2.7633026853925493e-30,7.33755552353343e-29,28.134448599410707
ADAM23,-0.720154763178046,0.0001914143777465,0.0004828723522429,3.316167660228298,-3.192652648954382,3.731041247608696e-31,1.0669342952296405e-29,28.971862324809667
ADAM9,1.3904468924048992,1.0842992764271765e-23,7.911176989382999e-22,21.101758899312895,0.617821514936772,1.634151892491454e-05,3.08373586819136e-05,4.510922827735065
ADAMTS1,-0.8630488668535161,5.655998953480415e-05,0.0001554700027226,3.808353393831776,-0.2626792568332387,0.0382570641636672,0.0470650964282724,1.3273010471804858
ADAMTS4,-0.2994671652774139,0.0024533317342146,0.0051858803292981,2.2851775093416578,-0.6734986701051149,0.0010117484878889,0.0015010390550793,2.8236080078334957
ADAMTSL2,-0.3054197795265918,0.0345353456438644,0.0578793827638052,1.2374761089231234,-0.3814436675945096,0.0016306532315143,0.0023564444657549,2.627742790786752
ADAMTSL4,0.60880952673089,1.3009212958425417e-07,5.21008001195861e-07,6.283155607125564,0.5999833020565856,0.0024222450647004,0.0034308271708351,2.4646011591350665
ADAP1,-1.6731079108041378,6.012612125814581e-26,7.275260672235643e-24,23.138151441313138,-2.6809192222727782,1.0608630988439548e-36,5.751314581180584e-35,34.240232877032014
ADAP2,0.8035645903556148,2.403091761612781e-09,1.2308543343952136e-08,7.909793340660539,0.8050749032498185,7.823879541907416e-06,1.5365804179568737e-05,4.813444705722613
ADARB1,-1.4536469112132924,3.80331920493897e-10,2.1955769486801682e-09,8.658451337515835,-0.6077178880546382,3.4666281617117715e-06,7.124211754246363e-06,5.14726318040279
ADAT1,0.1794295219637778,0.0326614864107225,0.0550673967614596,1.2591054537321889,0.72967400269545,3.7514027020858587e-07,8.796654815501623e-07,6.055682449596132
ADAT2,0.2391516454545827,0.0121609943484612,0.0225146965509082,1.6475339020056972,0.5801307430004,4.975529882624401e-05,8.739717115399467e-05,4.058502624254531
ADAT3,0.0457470771597492,0.3842218200036464,0.4692290259083205,0.3286151308235188,0.5406875400125527,0.0007783824011158,0.0011703282411115,2.9316923149113703
ADCK1,-0.5207478172236222,3.1522511660661394e-11,2.144373030920918e-10,9.668699663392209,-1.0419691323458302,9.794364925502991e-10,3.1979154488569843e-09,8.495133022947593
ADCY1,-2.2136225150506323,3.721440830698303e-13,3.474387195719172e-12,11.459121784163544,-2.3693467484635016,5.3380203861018895e-09,1.5857150170928816e-08,7.799774860918112
ADCY2,-0.8954680065511944,1.7832887130103798e-11,1.2579261969235124e-10,9.900344838389248,-1.732674355040429,6.2322522903458006e-27,1.1646591398601335e-25,24.93380116076517
ADCY3,-0.2787143312738305,1.996382668138715e-05,5.853597069895211e-05,4.23257717536715,-0.8105038038726525,1.2613537119418334e-07,3.1297808790470894e-07,6.504486067038823
ADCY5,-2.0280875125036184,4.077247314297461e-19,1.1683010416888457e-17,16.932445236077605,-2.294780322276687,5.312806922072699e-31,1.4986722832480956e-29,28.82429332454806
ADCY7,0.0137720014023603,0.8788818585051343,0.9061005569429892,0.0428236026519989,0.0601248838930703,0.4908007754251015,0.521087848979996,0.2830890538385434
ADCY8,-0.164312032776424,0.2978323532611773,0.3794827909299742,0.4208079140336185,-0.5020541913566415,1.1762417464722088e-07,2.927666269495271e-07,6.53347843088454
ADCY9,-0.3575765243652125,0.0076847957861201,0.0147782673960934,1.83037647963696,-1.5020066141495347,2.242777502278905e-11,9.020506576978796e-11,10.044769072501415
ADCYAP1R1,-0.0711925951005554,0.6111850872306817,0.6846281348346618,0.164545257473378,-0.2207663219785948,0.0545922303431215,0.0658616404648564,1.1813674561937717
ADD1,-0.2475961521693612,2.649611882219844e-05,7.61276755909456e-05,4.118457430333275,-1.7790856746142845,1.4480182294540036e-23,2.0177271419527077e-22,21.695137563944684
ADD2,-1.672397456604534,1.8537602018057781e-07,7.270476067480236e-07,6.138437150803896,-2.2389852338941254,9.86234636960447e-37,5.431595945037721e-35,34.26507254457572
ADD3,-0.8049034714195038,1.2908904205776871e-09,6.877058339093251e-09,8.162597291458644,-0.8863384096413017,4.010326983742538e-07,9.349046713051752e-07,6.029232670236354
ADH1B,-0.16297068149803,0.3496348619587399,0.4338397449484984,0.3626706638913647,-2.3491583813250223,4.124960735556311e-06,8.406741660960213e-06,5.075372298240421
ADH5,0.2270322998546881,0.0020901467453444,0.0044782053602479,2.348895994549414,0.0508056447820772,0.2576598885674835,0.2863915029682327,0.5430398713807727
ADHFE1,-0.5543337431964108,1.2312189552154337e-08,5.71684150899993e-08,7.242843847792878,-1.6983108136151015,8.963858324658802e-10,2.944297926834127e-09,8.531018246836709
ADI1,0.1392596139209523,0.172369292881888,0.2380254382270681,0.6233766265935687,0.4139531202457351,0.0121870404233149,0.0159025828966134,1.7985323318653783
ADIPOQ,0.085469168863093,0.5939512139078946,0.6696506098222593,0.174151731335066,1.2397680285861536,2.3665519862289845e-05,4.358933922603208e-05,4.3606197144340975
ADIRF,-1.9728723425576036,3.978441758229119e-13,3.694569660130552e-12,11.432436140520808,-0.8873332096833638,0.0010898599717274,0.0016102700419745,2.7931012867599714
ADM,1.6742626798375806,2.7671117135335724e-10,1.622301379280105e-09,8.78986846257868,0.6215593829147611,0.0077512187747227,0.0103280128297604,1.9859832312479568
ADNP,0.3938716464973737,8.061581756936469e-08,3.323906567190303e-07,6.478351192446283,0.8023142541063392,7.467098170660943e-10,2.478476557985005e-09,8.605815184398896
ADO,-0.5176710836484943,4.9749594835003694e-11,3.2908784762034105e-10,9.482688154803387,-0.8847149747003838,4.609427480143036e-23,6.127653977114798e-22,21.212705766885986
ADORA1,-0.4891921753008148,0.0001813136428624,0.00045900238828,3.3381850547368885,-1.9484134442945225,1.9853911992709217e-13,1.01204392718957e-12,11.994800636782772
ADPGK,0.2826863269928399,0.0046539809540679,0.0093408279257127,2.029614628305988,0.369104816710691,0.0574517978895956,0.0691427638146376,1.1602532645758494
ADPRH,0.3001279312949432,0.002822887948824,0.0058931523099725,2.2296523343119774,1.0978973180355824,1.755140212976666e-09,5.542856334003071e-09,8.256266377795468
ADPRHL1,-0.6365597774404419,1.4856181133300189e-05,4.430930802442017e-05,4.353505032264089,-2.2009312262422656,1.9284849286151943e-06,4.1050305975369245e-06,5.386683601445412
ADPRHL2,0.1938998526064033,0.0291324826981001,0.0496898912845054,1.3037319534374223,0.345925756846521,8.401229800615223e-08,2.1401958148459093e-07,6.66954648954027
ADRM1,0.2647386397908065,1.685912855235971e-05,4.99177250244429e-05,4.301745215630212,0.1386084153641295,0.0068221372852542,0.0091439128254199,2.038867922991114
ADSL,0.4302990409751448,2.383087897118654e-10,1.411716780934904e-09,8.850252422841235,0.951542035781325,1.9382101928807615e-10,6.909188321128716e-10,9.160572969754607
ADSS,-0.7650840880616308,5.2923772427167915e-21,2.1416603405046992e-19,18.66924940555896,-0.7310367065342943,3.8257701540494285e-16,2.6566005025684125e-15,14.575673749532056
AEBP1,2.3189811597902104,4.0540732542985574e-14,4.4567221434785164e-13,12.350984441371672,1.0401012359003323,3.1488069561331496e-07,7.437243386972988e-07,6.128588005807158
AES,-0.4222733291177238,0.0008227761301015,0.0018868731630646,2.724257292433112,-0.1090155950522817,0.1295353296444983,0.1496817546924493,0.8248311343216392
AFAP1,0.4324654896369235,0.0034568630602538,0.0070990293159741,2.14880103037049,0.7143680162352032,3.327673873576811e-07,7.843695052097152e-07,6.105479299217142
AFAP1L1,1.8681926231842048,3.9540253279111816e-10,2.2761254607820324e-09,8.642803803162892,1.059164772872765,3.424727617416615e-05,6.162141706082895e-05,4.210268318764578
AFAP1L2,-0.4658220596705078,0.000125116410527,0.0003249077910219,3.4882398745051946,-0.2298239669213571,0.0369537587105698,0.0455748429405593,1.3412748193304942
AFF4,0.1831831562242492,0.0021403275947422,0.0045764926140048,2.3394672342086102,0.3263000959627529,0.0017492689340544,0.0025201578317748,2.598572259487342
AFG3L2,-0.3562644081317181,2.794620374582064e-11,1.911729952295964e-10,9.718573455423268,-1.607261562084192,1.1969218410954481e-13,6.260683137669608e-13,12.203378275937595
