gene_name,ensembl_id,baseMean,log2FC,SE,statistic,pvalue,FDR
CELF6,ENSG00000140488,391.75715446241657,-8.515050210768914,0.2535807132742111,-33.57925017570682,3.369998183651893e-247,5.05713160766082e-244
SDHA,ENSG00000073578,2121.801073789394,-3.3007358922598304,0.09948373033387425,-33.17865022936246,2.1879993259596812e-241,3.1774690856573834e-238
MFSD14A,ENSG00000156875,529.9731450896761,-4.222775309767198,0.1282041198345248,-32.9379064823939,6.30331235919895e-238,8.867775596836798e-235
BHLHB9,ENSG00000198908,570.6139350527255,-5.638755233296607,0.1715091374470524,-32.877287573307164,4.6420288122621887e-237,6.332711972703984e-234
CHTF8,ENSG00000168802,365.08676622069345,-5.603117658077379,0.17076359983709477,-32.812131293921226,3.953438053139709e-236,5.234700815126369e-233
GNG3,ENSG00000162188,748.9376836958927,-6.525289093174188,0.1989982522920297,-32.79068543576118,7.994010263156785e-236,1.0282352801058721e-232
AC092279.1,ENSG00000268362,3141.989196320198,6.437285059243182,0.19762653106374892,32.57298007809837,9.900609498460138e-233,1.2380987194754916e-229
SEPTIN5,ENSG00000184702,5604.608556981333,-8.569431144869437,0.2632978444839705,-32.54652981175902,2.3444158195158042e-232,2.8525204264535675e-229
IDS,ENSG00000010404,24931.912920643565,-6.464711537169113,0.19931825645410128,-32.434116433573145,9.072533235029801e-231,1.0748325623889647e-227
NDUFB8,ENSG00000166136,1663.5490848962622,-5.113142120347979,0.15862034298043992,-32.235096862566365,5.690846981099759e-228,6.569134365182821e-225
MICOS10,ENSG00000173436,1225.897327425119,-3.650715200421644,0.11384614400133065,-32.06709574967224,1.268378210361184e-225,1.4275279663062533e-222
